Series_Title,Gross,Role,Actor
Brazil,9929135.0,Star3,Robert De Niro
This Is Spinal Tap,188751.0,Star3,Christopher Guest
A Christmas Story,20605209.0,Star3,Darren McGavin
The Blues Brothers,57229890.0,Star3,Cab Calloway
Manhattan,45700000.0,Star3,Mariel Hemingway
All That Jazz,37823676.0,Star3,Ann Reinking
Dawn of the Dead,5100000.0,Star3,Scott H. Reiniger
All the President's Men,70600000.0,Star3,Jack Warden
La montaña sagrada,61001.0,Star3,Zamira Saunders
Amarcord,,Star3,Pupella Maggio
Le charme discret de la bourgeoisie,198809.0,Star3,Paul Frankeur
"Aguirre, der Zorn Gottes",,Star3,Helena Rojo
Harold and Maude,,Star3,Vivian Pickles
Patton,61700000.0,Star3,Stephen Young
The Wild Bunch,12064472.0,Star3,Robert Ryan
Night of the Living Dead,89029.0,Star3,Karl Hardman
The Lion in Winter,22276975.0,Star3,Anthony Hopkins
In the Heat of the Night,24379978.0,Star3,Warren Oates
Charade,13474588.0,Star3,Walter Matthau
The Manchurian Candidate,,Star3,Janet Leigh
Spartacus,30000000.0,Star3,Jean Simmons
L'avventura,,Star3,Lea Massari
Hiroshima mon amour,88300.0,Star3,Stella Dassas
The Ten Commandments,93740000.0,Star3,Anne Baxter
The Searchers,,Star3,Vera Miles
East of Eden,,Star3,Julie Harris
High Noon,9450000.0,Star3,Thomas Mitchell
Strangers on a Train,7630000.0,Star3,Ruth Roman
Harvey,,Star3,William H. Lynn
Miracle on 34th Street,2650000.0,Star3,John Payne
Notorious,10464000.0,Star3,Claude Rains
The Big Sleep,6540000.0,Star3,John Ridgely
The Lost Weekend,9460000.0,Star3,Phillip Terry
The Philadelphia Story,,Star3,James Stewart
His Girl Friday,296000.0,Star3,Ralph Bellamy
The Adventures of Robin Hood,3981000.0,Star3,Olivia de Havilland
A Night at the Opera,2537520.0,Star3,Chico Marx
King Kong,10000000.0,Star3,Robert Armstrong
Freaks,,Star3,Olga Baclanova
Nosferatu,,Star3,Gustav von Wangenheim
The Gentlemen,,Star3,Michelle Dockery
Raazi,,Star3,Rajit Kapoor
Sound of Metal,,Star3,Paul Raci
Forushande,2402067.0,Star3,Babak Karimi
Dunkirk,188373161.0,Star3,Mark Rylance
Perfetti sconosciuti,,Star3,Marco Giallini
Hidden Figures,169607287.0,Star3,Janelle Monáe
Paddington 2,40442052.0,Star3,Hugh Bonneville
Udta Punjab,,Star3,Kareena Kapoor
Kubo and the Two Strings,48023088.0,Star3,Matthew McConaughey
M.S. Dhoni: The Untold Story,1782795.0,Star3,Anupam Kher
Manchester by the Sea,47695120.0,Star3,Kyle Chandler
Under sandet,435266.0,Star3,Joel Basman
Rogue One,532177324.0,Star3,Alan Tudyk
Captain America: Civil War,408084349.0,Star3,Robert Downey Jr.
The Hateful Eight,54117416.0,Star3,Jennifer Jason Leigh
Little Women,108101214.0,Star3,Florence Pugh
Loving Vincent,6735118.0,Star3,Jerome Flynn
Pride,,Star3,Dominic West
Le passé,1330596.0,Star3,Ali Mosaffa
La grande bellezza,2852400.0,Star3,Sabrina Ferilli
The Lunchbox,4231500.0,Star3,Nawazuddin Siddiqui
Vicky Donor,169209.0,Star3,Annu Kapoor
Big Hero 6,222527828.0,Star3,Scott Adsit
About Time,15322921.0,Star3,Bill Nighy
English Vinglish,1670773.0,Star3,Mehdi Nebbou
Kaze tachinu,5209580.0,Star3,Miori Takimoto
Toy Story 4,434038008.0,Star3,Annie Potts
La migliore offerta,85433.0,Star3,Sylvia Hoeks
Moonrise Kingdom,45512466.0,Star3,Bruce Willis
How to Train Your Dragon 2,177002924.0,Star3,Gerard Butler
The Big Short,70259870.0,Star3,Ryan Gosling
Kokuhaku,,Star3,Masaki Okada
Ang-ma-reul bo-at-da,128392.0,Star3,Jeon Gook-Hwan
The Girl with the Dragon Tattoo,102515793.0,Star3,Christopher Plummer
Captain Phillips,107100855.0,Star3,Barkhad Abdirahman
Ajeossi,6460.0,Star3,Tae-hoon Kim
Straight Outta Compton,161197785.0,Star3,Jason Mitchell
Madeo,547292.0,Star3,Jin Goo
Chugyeokja,,Star3,Yeong-hie Seo
The Hobbit: The Desolation of Smaug,258366855.0,Star3,Richard Armitage
Das weiße Band - Eine deutsche Kindergeschichte,2222647.0,Star3,Leonie Benesch
Män som hatar kvinnor,10095170.0,Star3,Ewa Fröling
The Trial of the Chicago 7,,Star3,Sacha Baron Cohen
Druk,,Star3,Magnus Millang
The Fighter,93617009.0,Star3,Amy Adams
Taken,145000989.0,Star3,Famke Janssen
The Boy in the Striped Pyjamas,9030581.0,Star3,Rupert Friend
Once,9439923.0,Star3,Hugh Walsh
The Hobbit: An Unexpected Journey,303003568.0,Star3,Richard Armitage
Auf der anderen Seite,741283.0,Star3,Tuncel Kurtiz
Atonement,50927067.0,Star3,Brenda Blethyn
Drive,35061555.0,Star3,Bryan Cranston
American Gangster,130164645.0,Star3,Chiwetel Ejiofor
Avatar,760507625.0,Star3,Sigourney Weaver
Mr. Nobody,3600.0,Star3,Diane Kruger
Apocalypto,50866635.0,Star3,Dalia Hernández
Little Miss Sunshine,59891098.0,Star3,Toni Collette
Hot Fuzz,23637265.0,Star3,Martin Freeman
The Curious Case of Benjamin Button,127509326.0,Star3,Tilda Swinton
Veer-Zaara,2921738.0,Star3,Rani Mukerji
Adams æbler,1305.0,Star3,Nicolas Bro
Pride & Prejudice,38405088.0,Star3,Brenda Blethyn
The World's Fastest Indian,5128124.0,Star3,Iain Rea
Tôkyô goddofâzâzu,128985.0,Star3,Yoshiaki Umegaki
Serenity,25514517.0,Star3,Chiwetel Ejiofor
Walk the Line,119519402.0,Star3,Ginnifer Goodwin
Ondskan,15280.0,Star3,Gustaf Skarsgård
The Notebook,81001787.0,Star3,Rachel McAdams
Diarios de motocicleta,16756372.0,Star3,Mía Maestro
Lilja 4-ever,181655.0,Star3,Pavel Ponomaryov
Les triplettes de Belleville,7002255.0,Star3,Michel Robin
Gongdong gyeongbi guyeok JSA,,Star3,Kang-ho Song
The Count of Monte Cristo,54234062.0,Star3,Christopher Adamson
Waking Life,2892011.0,Star3,Lorelei Linklater
Remember the Titans,115654751.0,Star3,Wood Harris
Wo hu cang long,128078872.0,Star3,Ziyi Zhang
Todo sobre mi madre,8264530.0,Star3,Candela Peña
Cast Away,233632142.0,Star3,Paul Sanchez
The Boondock Saints,25812.0,Star3,Norman Reedus
The Insider,28965197.0,Star3,Christopher Plummer
October Sky,32481825.0,Star3,Laura Dern
Shrek,267665011.0,Star3,Eddie Murphy
Titanic,659325379.0,Star3,Billy Zane
Hana-bi,233986.0,Star3,Ren Osugi
Gattaca,12339633.0,Star3,Jude Law
The Game,48323648.0,Star3,Sean Penn
Breaking the Waves,4040691.0,Star3,Katrin Cartlidge
Ed Wood,5887457.0,Star3,Sarah Jessica Parker
What's Eating Gilbert Grape,9170214.0,Star3,Juliette Lewis
Tombstone,56505065.0,Star3,Val Kilmer
The Sandlot,32416586.0,Star3,Art LaFleur
The Remains of the Day,22954968.0,Star3,John Haycraft
Naked,1769305.0,Star3,Katrin Cartlidge
The Fugitive,183875760.0,Star3,Sela Ward
A Bronx Tale,17266971.0,Star3,Lillo Brancato
Batman: Mask of the Phantasm,5617391.0,Star3,Dan Riba
Lat sau san taam,,Star3,Teresa Mo
Night on Earth,2015810.0,Star3,Lisanne Falk
La double vie de Véronique,1999955.0,Star3,Halina Gryglaszewska
Boyz n the Hood,57504069.0,Star3,Hudhail Al-Amir
Misery,61276872.0,Star3,Richard Farnsworth
Awakenings,52096475.0,Star3,Julie Kavner
Majo no takkyûbin,,Star3,Rei Sakuma
Glory,26830000.0,Star3,Cary Elwes
Dip huet seung hung,,Star3,Sally Yeh
Back to the Future Part II,118500000.0,Star3,Lea Thompson
Mississippi Burning,34603943.0,Star3,Frances McDormand
Predator,59735548.0,Star3,Kevin Peter Hall
Evil Dead II,5923044.0,Star3,Dan Hicks
Ferris Bueller's Day Off,70136369.0,Star3,Mia Sara
Down by Law,1436000.0,Star3,Roberto Benigni
The Goonies,61503218.0,Star3,Jeff Cohen
The Color Purple,98467863.0,Star3,Oprah Winfrey
The Breakfast Club,45875171.0,Star3,Molly Ringwald
The Killing Fields,34700291.0,Star3,John Malkovich
Ghostbusters,238632124.0,Star3,Sigourney Weaver
The Right Stuff,21500000.0,Star3,Ed Harris
The King of Comedy,2500000.0,Star3,Diahnne Abbott
E.T. the Extra-Terrestrial,435110554.0,Star3,Peter Coyote
Kramer vs. Kramer,106260000.0,Star3,Jane Alexander
Days of Heaven,,Star3,Sam Shepard
The Outlaw Josey Wales,31800000.0,Star3,Chief Dan George
The Man Who Would Be King,,Star3,Christopher Plummer
The Conversation,4420000.0,Star3,Allen Garfield
La planète sauvage,193817.0,Star3,Eric Baugin
The Day of the Jackal,16056255.0,Star3,Michel Auclair
Badlands,,Star3,Warren Oates
Cabaret,42765000.0,Star3,Helmut Griem
Willy Wonka & the Chocolate Factory,4000000.0,Star3,Peter Ostrum
Midnight Cowboy,44785053.0,Star3,Sylvia Miles
Wait Until Dark,17550741.0,Star3,Richard Crenna
Guess Who's Coming to Dinner,56700000.0,Star3,Katharine Hepburn
Bonnie and Clyde,,Star3,Michael J. Pollard
My Fair Lady,72000000.0,Star3,Stanley Holloway
Mary Poppins,102272727.0,Star3,David Tomlinson
The Longest Day,39100000.0,Star3,Bernhard Wicki
Jules et Jim,,Star3,Henri Serre
The Innocents,2616000.0,Star3,Megs Jenkins
À bout de souffle,336705.0,Star3,Daniel Boulanger
Red River,,Star3,Montgomery Clift
Key Largo,,Star3,Lauren Bacall
To Have and Have Not,,Star3,Walter Brennan
Shadow of a Doubt,,Star3,Macdonald Carey
Stagecoach,,Star3,Andy Devine
The Lady Vanishes,,Star3,Paul Lukas
Bringing Up Baby,,Star3,Charles Ruggles
Bride of Frankenstein,4360000.0,Star3,Colin Clive
Duck Soup,,Star3,Chico Marx
Scarface: The Shame of the Nation,,Star3,Ann Dvorak
Frankenstein,,Star3,Boris Karloff
Roma,,Star3,Diego Cortina Autrey
God's Own Country,335609.0,Star3,Gemma Jones
Deadpool 2,324591735.0,Star3,Morena Baccarin
Wind River,33800859.0,Star3,Julia Jones
Get Out,176040665.0,Star3,Bradley Whitford
Mission: Impossible - Fallout,220159104.0,Star3,Ving Rhames
En man som heter Ove,3358518.0,Star3,Filip Berg
What We Do in the Shadows,3333000.0,Star3,Taika Waititi
Omoide no Mânî,765127.0,Star3,Kasumi Arimura
The Theory of Everything,35893537.0,Star3,Tom Prior
Kingsman: The Secret Service,128261724.0,Star3,Samuel L. Jackson
The Fault in Our Stars,124872350.0,Star3,Nat Wolff
Me and Earl and the Dying Girl,6743776.0,Star3,Olivia Cooke
Birdman or (The Unexpected Virtue of Ignorance),42340598.0,Star3,Edward Norton
La vie d'Adèle,2199675.0,Star3,Salim Kechiouche
Kai po che!,1122527.0,Star3,Rajkummar Rao
The Broken Circle Breakdown,175058.0,Star3,Nell Cattrysse
Captain America: The Winter Soldier,259766572.0,Star3,Samuel L. Jackson
Rockstar,985912.0,Star3,Shammi Kapoor
Nebraska,17654912.0,Star3,June Squibb
Wreck-It Ralph,189422889.0,Star3,Jane Lynch
Le Petit Prince,1339152.0,Star3,Rachel McAdams
Detachment,71177.0,Star3,Marcia Gay Harden
Midnight in Paris,56816662.0,Star3,Kathy Bates
The Lego Movie,257760692.0,Star3,Will Ferrell
Gravity,274092705.0,Star3,Ed Harris
Star Trek Into Darkness,228778661.0,Star3,Zoe Saldana
Beasts of No Nation,83861.0,Star3,Ricky Adelayitor
The Social Network,96962694.0,Star3,Justin Timberlake
X: First Class,146408305.0,Star3,Jennifer Lawrence
The Hangover,277322503.0,Star3,Justin Bartha
Skyfall,304360277.0,Star3,Naomie Harris
Silver Linings Playbook,132092958.0,Star3,Robert De Niro
Argo,136025503.0,Star3,John Goodman
(500) Days of Summer,32391374.0,Star3,Geoffrey Arend
Harry Potter and the Deathly Hallows: Part 1,295983305.0,Star3,Rupert Grint
Gake no ue no Ponyo,15090400.0,Star3,Liam Neeson
Frost/Nixon,18593156.0,Star3,Kevin Bacon
Papurika,881302.0,Star3,Katsunosuke Hori
Changeling,35739802.0,Star3,Amy Ryan
Flipped,1752214.0,Star3,Rebecca De Mornay
Toki o kakeru shôjo,,Star3,Mitsutaka Itakura
Death Note: Desu nôto,,Star3,Asaka Seto
This Is England,327919.0,Star3,Jo Hartley
Ex Machina,25442958.0,Star3,Oscar Isaac
Efter brylluppet,412544.0,Star3,Rolf Lassgård
The Last King of Scotland,17605861.0,Star3,Gillian Anderson
Zodiac,33080084.0,Star3,Mark Ruffalo
Lucky Number Slevin,22494487.0,Star3,Morgan Freeman
Joyeux Noël,1054361.0,Star3,Guillaume Canet
Control,871577.0,Star3,Craig Parkinson
Tangled,200821936.0,Star3,Zachary Levi
Zwartboek,4398392.0,Star3,Thom Hoffman
Brokeback Mountain,83043761.0,Star3,Michelle Williams
3:10 to Yuma,53606916.0,Star3,Ben Foster
Crash,54580300.0,Star3,Thandie Newton
Kung fu,17108591.0,Star3,Qiu Yuen
The Bourne Supremacy,176241941.0,Star3,Joan Allen
The Machinist,1082715.0,Star3,Aitana Sánchez-Gijón
Ray,75331600.0,Star3,Kerry Washington
Lost in Translation,44585453.0,Star3,Giovanni Ribisi
Harry Potter and the Goblet of Fire,290013036.0,Star3,Rupert Grint
Man on Fire,77911774.0,Star3,Dakota Fanning
Coraline,75286229.0,Star3,John Hodgman
The Last Samurai,111110575.0,Star3,Billy Connolly
The Magdalene Sisters,4890878.0,Star3,Nora-Jane Noone
Good Bye Lenin!,4064200.0,Star3,Chulpan Khamatova
In America,15539266.0,Star3,Djimon Hounsou
I Am Sam,40311852.0,Star3,Dakota Fanning
Adaptation.,22245861.0,Star3,Chris Cooper
Black Hawk Down,108638745.0,Star3,Tom Sizemore
Road to Perdition,104454762.0,Star3,Rob Maxey
Das Experiment,141072.0,Star3,Oliver Stokowski
Billy Elliot,21995263.0,Star3,Jean Heywood
Hedwig and the Angry Inch,3029081.0,Star3,Stephen Trask
Ocean's Eleven,183417150.0,Star3,Julia Roberts
Vampire Hunter D: Bloodlust,151086.0,Star3,Pamela Adlon
"O Brother, Where Art Thou?",45512588.0,Star3,John Turturro
Interstate 60: Episodes of the Road,,Star3,Kurt Russell
"South Park: Bigger, Longer & Uncut",52037603.0,Star3,Mary Kay Bergman
Office Space,10824921.0,Star3,David Herman
Happiness,2807390.0,Star3,Philip Seymour Hoffman
Training Day,76631907.0,Star3,Scott Glenn
Rushmore,17105219.0,Star3,Olivia Williams
Abre los ojos,368234.0,Star3,Chete Lera
Being John Malkovich,22858926.0,Star3,Catherine Keener
As Good as It Gets,148478011.0,Star3,Greg Kinnear
The Fifth Element,63540020.0,Star3,Gary Oldman
Le dîner de cons,4065116.0,Star3,Francis Huster
Donnie Brasco,41909762.0,Star3,Michael Madsen
Shine,35811509.0,Star3,Justin Braine
Primal Fear,56116183.0,Star3,Edward Norton
Hamlet,4414535.0,Star3,Derek Jacobi
A Little Princess,10019307.0,Star3,Liam Cunningham
Do lok tin si,,Star3,Takeshi Kaneshiro
Il postino,21848932.0,Star3,Philippe Noiret
Clerks,3151130.0,Star3,Marilyn Ghigliotti
Short Cuts,6110979.0,Star3,Tim Robbins
Philadelphia,77324422.0,Star3,Roberta Maxwell
The Muppet Christmas Carol,27281507.0,Star3,Dave Goelz
Malcolm X,48169908.0,Star3,Delroy Lindo
The Last of the Mohicans,75505856.0,Star3,Russell Means
Kurenai no buta,,Star3,Bunshi Katsura Vi
Glengarry Glen Ross,10725228.0,Star3,Alec Baldwin
A Few Good Men,141340178.0,Star3,Demi Moore
Fried Green Tomatoes,82418501.0,Star3,Mary Stuart Masterson
Barton Fink,6153939.0,Star3,John Goodman
Miller's Crossing,5080409.0,Star3,Albert Finney
Who Framed Roger Rabbit,156452370.0,Star3,Joanna Cassidy
Spoorloos,,Star3,Johanna ter Steege
Withnail & I,1544889.0,Star3,Richard Griffiths
The Last Emperor,43984230.0,Star3,Peter O'Toole
Empire of the Sun,22238696.0,Star3,Miranda Richardson
Der Name der Rose,7153487.0,Star3,Helmut Qualtinger
Blue Velvet,8551228.0,Star3,Dennis Hopper
The Purple Rose of Cairo,10631333.0,Star3,Danny Aiello
After Hours,10600000.0,Star3,Verna Bloom
Zelig,11798616.0,Star3,Patrick Horgan
The Verdict,54000000.0,Star3,Jack Warden
Star Trek II: The Wrath of Khan,78912963.0,Star3,DeForest Kelley
First Blood,47212904.0,Star3,Richard Crenna
Ordinary People,54800000.0,Star3,Judd Hirsch
Airplane!,83400000.0,Star3,Robert Hays
Rupan sansei: Kariosutoro no shiro,,Star3,Kiyoshi Kobayashi
Halloween,47000000.0,Star3,Tony Moran
Le locataire,1924733.0,Star3,Melvyn Douglas
Love and Death,,Star3,Georges Adet
The Taking of Pelham One Two Three,,Star3,Martin Balsam
Blazing Saddles,119500000.0,Star3,Slim Pickens
Serpico,29800000.0,Star3,Jack Kehoe
Enter the Dragon,25000000.0,Star3,Jim Kelly
Deliverance,7056013.0,Star3,Ned Beatty
The French Connection,15630710.0,Star3,Fernando Rey
Dirty Harry,35900000.0,Star3,Harry Guardino
Where Eagles Dare,,Star3,Mary Ure
The Odd Couple,44527234.0,Star3,John Fiedler
The Dirty Dozen,45300000.0,Star3,Charles Bronson
Belle de jour,26331.0,Star3,Michel Piccoli
A Man for All Seasons,28350000.0,Star3,Robert Shaw
Repulsion,,Star3,John Fraser
Zulu,,Star3,Ulla Jacobsson
Goldfinger,51081062.0,Star3,Honor Blackman
The Birds,11403529.0,Star3,Jessica Tandy
Cape Fear,,Star3,Polly Bergen
Peeping Tom,83957.0,Star3,Moira Shearer
The Magnificent Seven,4905000.0,Star3,Charles Bronson
Les yeux sans visage,52709.0,Star3,Juliette Mayniel
Invasion of the Body Snatchers,,Star3,Larry Gates
Rebel Without a Cause,,Star3,Sal Mineo
The Ladykillers,,Star3,Cecil Parker
Sabrina,,Star3,William Holden
The Quiet Man,10550000.0,Star3,Barry Fitzgerald
The Day the Earth Stood Still,,Star3,Hugh Marlowe
The African Queen,536118.0,Star3,Robert Morley
Gilda,,Star3,George Macready
Fantasia,76408097.0,Star3,Norman Ferguson
The Invisible Man,,Star3,William Harrigan
Dark Waters,,Star3,Tim Robbins
Searching,26020957.0,Star3,Joseph Lee
Once Upon a Time... in Hollywood,142502728.0,Star3,Margot Robbie
Nelyubov,566356.0,Star3,Matvey Novikov
The Florida Project,5904366.0,Star3,Willem Dafoe
Just Mercy,,Star3,Brie Larson
Gifted,24801212.0,Star3,Lindsay Duncan
The Peanut Butter Falcon,13122642.0,Star3,Ann Owens
Victoria,,Star3,Franz Rogowski
Mustang,845464.0,Star3,Tugba Sunguroglu
Guardians of the Galaxy Vol. 2,389813101.0,Star3,Dave Bautista
Baby Driver,107825862.0,Star3,Jon Hamm
Only the Brave,18340051.0,Star3,Jeff Bridges
Bridge of Spies,72313754.0,Star3,Alan Alda
Incredibles 2,608581744.0,Star3,Sarah Vowell
Moana,248757044.0,Star3,Chris Williams
Sicario,46889293.0,Star3,Benicio Del Toro
Creed,109767581.0,Star3,Tessa Thompson
Leviafan,1092800.0,Star3,Roman Madyanov
Hell or High Water,26862450.0,Star3,Jeff Bridges
Philomena,37707719.0,Star3,Sophie Kennedy Clark
Dawn of the Planet of the Apes,208545589.0,Star3,Andy Serkis
El cuerpo,,Star3,Belén Rueda
Serbuan maut,4105123.0,Star3,Ray Sahetapy
End of Watch,41003371.0,Star3,Anna Kendrick
Kari-gurashi no Arietti,19202743.0,Star3,Ryûnosuke Kamiki
A Star Is Born,215288866.0,Star3,Sam Elliott
True Grit,171243005.0,Star3,Matt Damon
Hævnen,1008098.0,Star3,Markus Rygaard
Despicable Me,251513985.0,Star3,Jason Segel
50/50,35014192.0,Star3,Anna Kendrick
Kick-Ass,48071303.0,Star3,Chloë Grace Moretz
Celda 211,,Star3,Antonio Resines
Moneyball,75605492.0,Star3,Jonah Hill
La piel que habito,3185812.0,Star3,Jan Cornet
Zombieland,75590286.0,Star3,Woody Harrelson
Die Welle,,Star3,Max Riemelt
Sherlock Holmes,209028679.0,Star3,Rachel McAdams
The Blind Side,255959475.0,Star3,Tim McGraw
The Visitor,9422422.0,Star3,Danai Gurira
Seven Pounds,69951824.0,Star3,Woody Harrelson
Eastern Promises,17114882.0,Star3,Armin Mueller-Stahl
Stardust,38634938.0,Star3,Sienna Miller
The Secret of Kells,686383.0,Star3,Brendan Gleeson
Inside Man,88513495.0,Star3,Jodie Foster
Gone Baby Gone,20300218.0,Star3,Casey Affleck
La Vie En Rose,10301706.0,Star3,Pascal Greggory
Huo Yuan Jia,24633730.0,Star3,Yong Dong
The Illusionist,39868642.0,Star3,Paul Giamatti
Dead Man's Shoes,6013.0,Star3,Toby Kebbell
Harry Potter and the Half-Blood Prince,301959197.0,Star3,Rupert Grint
300,210614939.0,Star3,David Wenham
Match Point,23089926.0,Star3,Emily Mortimer
Watchmen,107509799.0,Star3,Carla Gugino
Lord of War,24149632.0,Star3,Jared Leto
Saw,56000369.0,Star3,Danny Glover
"Synecdoche, New York",3081925.0,Star3,Michelle Williams
Mysterious Skin,697181.0,Star3,Elisabeth Shue
Jeux d'enfants,548707.0,Star3,Thibault Verhaeghe
Un long dimanche de fiançailles,6167817.0,Star3,Jodie Foster
The Station Agent,5739376.0,Star3,Bobby Cannavale
21 Grams,16290476.0,Star3,Naomi Watts
Boksuneun naui geot,45289.0,Star3,Bae Doona
Finding Neverland,51680613.0,Star3,Julie Christie
25th Hour,13060843.0,Star3,Philip Seymour Hoffman
The Butterfly Effect,57938693.0,Star3,Amy Smart
28 Days Later...,45064915.0,Star3,Christopher Eccleston
Batoru rowaiaru,,Star3,Tarô Yamamoto
The Royal Tenenbaums,52364010.0,Star3,Anjelica Huston
Y tu mamá también,13622333.0,Star3,Daniel Giménez Cacho
Harry Potter and the Sorcerer's Stone,317575550.0,Star3,Richard Harris
The Others,96522687.0,Star3,Fionnula Flanagan
Blow,52990775.0,Star3,Franka Potente
Enemy at the Gates,51401758.0,Star3,Joseph Fiennes
Minority Report,132072926.0,Star3,Samantha Morton
The Hurricane,50668906.0,Star3,Deborah Kara Unger
American Psycho,15070285.0,Star3,Josh Lucas
Lola rennt,7267585.0,Star3,Herbert Knaup
The Thin Red Line,36400491.0,Star3,Nick Nolte
Mulan,120620254.0,Star3,Eddie Murphy
Fear and Loathing in Las Vegas,10680275.0,Star3,Tobey Maguire
Funny Games,,Star3,Arno Frisch
Dark City,14378331.0,Star3,Jennifer Connelly
Sleepers,49100000.0,Star3,Brad Pitt
Lost Highway,3796699.0,Star3,John Roselius
Sense and Sensibility,43182776.0,Star3,James Fleet
Die Hard: With a Vengeance,100012499.0,Star3,Samuel L. Jackson
Dead Man,1037847.0,Star3,Crispin Glover
The Bridges of Madison County,71516617.0,Star3,Annie Corley
Apollo 13,173837933.0,Star3,Kevin Bacon
Trois couleurs: Blanc,1464625.0,Star3,Janusz Gajos
Falling Down,40903593.0,Star3,Barbara Hershey
Dazed and Confused,7993039.0,Star3,Matthew McConaughey
My Cousin Vinny,52929168.0,Star3,Ralph Macchio
Omohide poro poro,453243.0,Star3,Yoko Honna
Delicatessen,1794187.0,Star3,Dominique Pinon
Home Alone,285761243.0,Star3,Daniel Stern
The Godfather: Part III,66666062.0,Star3,Andy Garcia
When Harry Met Sally...,92823600.0,Star3,Carrie Fisher
The Little Mermaid,111543479.0,Star3,Samuel E. Wright
The Naked Gun: From the Files of Police Squad!,78756177.0,Star3,O.J. Simpson
"Planes, Trains & Automobiles",49530280.0,Star3,Laila Robins
Lethal Weapon,65207127.0,Star3,Gary Busey
Blood Simple,2150000.0,Star3,Frances McDormand
On Golden Pond,119285432.0,Star3,Jane Fonda
Mad Max 2,12465371.0,Star3,Michael Preston
The Warriors,22490039.0,Star3,Dorsey Wright
The Muppet Movie,76657000.0,Star3,Jerry Nelson
Escape from Alcatraz,43000000.0,Star3,Roberts Blossom
Watership Down,,Star3,Richard Briers
Midnight Express,35000000.0,Star3,Bo Hopkins
Close Encounters. . . ,132088635.0,Star3,Teri Garr
The Long Goodbye,959000.0,Star3,Sterling Hayden
Giù la testa,696690.0,Star3,Romolo Valli
Kelly's Heroes,1378435.0,Star3,Don Rickles
The Jungle Book,141843612.0,Star3,Louis Prima
Blowup,,Star3,Sarah Miles
A Hard Day's Night,13780024.0,Star3,George Harrison
